t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,topologia
71,85,141,174,0.57,0.5546401895962478,1.6531509157274171,57,50,34,12,12,0.6125173564034209,11.83676088518412,244.52776976881086,2.0,Aleatoria
72,87,136,177,0.565,0.5569108831659437,1.6531509157274171,56,47,33,10,10,0.6113194244220275,11.535529484077689,231.06645809721715,-5.0,Aleatoria
73,90,133,177,0.5575,0.5590447328968073,1.6531509157274171,54,48,31,12,12,0.5776661452430433,10.969030377029778,231.55333309354262,-3.0,Aleatoria
74,100,122,178,0.5575,0.5611501966002523,1.6531509157274171,51,43,28,11,11,0.5788833327338568,11.14436014986902,218.23684223631653,-11.0,Aleatoria
75,94,127,179,0.555,0.5631156287846807,1.6531509157274171,54,45,28,11,11,0.5455921055907915,10.020345642578894,220.9613936604078,5.0,Aleatoria
76,91,127,182,0.5525,0.5651256596184515,1.6531509157274171,52,48,27,9,9,0.5524034841510196,10.15467632687647,218.64420076522913,0.0,Aleatoria
77,87,131,182,0.545,0.5671409110340464,1.6531509157274171,58,46,27,11,11,0.5466105019130728,10.755204776994331,226.82209783885565,4.0,Aleatoria
78,83,132,185,0.545,0.5692105612795615,1.6531509157274171,55,51,26,11,11,0.5670552445971394,10.274130828274934,220.48388428242097,1.0,Aleatoria
79,81,133,186,0.5375,0.5712506762853309,1.6531509157274171,52,51,30,12,12,0.5512097107060526,10.438053434840821,232.11054838245192,1.0,Aleatoria
80,78,131,191,0.535,0.5733747064158888,1.6531509157274171,54,48,29,11,11,0.58027637095613,8.814582969480515,218.2418603677328,-2.0,Aleatoria
81,71,138,191,0.5225,0.5754428151272122,1.6531509157274171,57,50,31,12,12,0.5456046509193322,8.828029235082285,248.8021169533514,7.0,Aleatoria
82,69,139,192,0.5225,0.5777265623767637,1.6531509157274171,57,50,32,12,12,0.6220052923833786,10.00736052003325,244.66557633905177,1.0,Aleatoria
83,63,140,197,0.52,0.5799772232631467,1.6531509157274171,55,52,33,11,11,0.6116639408476299,10.407159058714635,232.15485333099593,1.0,Aleatoria
84,67,130,203,0.5075,0.5821601230741156,1.6531509157274171,54,49,27,9,9,0.5803871333274901,10.095562918300269,224.04498460349984,-10.0,Aleatoria
85,63,128,209,0.4925,0.5841993519962526,1.6531509157274171,53,48,27,11,11,0.5601124615087497,9.919520930674176,220.98421695476554,-2.0,Aleatoria
86,68,121,211,0.4775,0.5862329670993912,1.6531509157274171,49,45,27,10,10,0.5524605423869141,9.220633155022037,209.21829829273833,-7.0,Aleatoria
87,74,114,212,0.4725,0.588117541003912,1.6531509157274171,45,44,25,11,11,0.5230457457318461,8.889754210874306,194.9172212422619,-7.0,Aleatoria
88,73,109,218,0.47,0.5898128846727172,1.6531509157274171,38,43,28,10,10,0.48729305310565507,8.569618232635824,184.72193735073662,-5.0,Aleatoria
89,68,109,223,0.455,0.591402452093298,1.6531509157274171,39,43,27,11,11,0.46180484337684186,6.676845455042387,194.4116248468315,0.0,Aleatoria
90,65,109,226,0.4425,0.5930659229391904,1.6531509157274171,44,41,24,10,10,0.4860290621170791,7.1165596098107375,195.18298660145547,0.0,Aleatoria
91,62,108,230,0.435,0.5947233914108981,1.6531509157274171,44,39,25,9,9,0.48795746650363897,7.503260121818887,180.64595272479121,-1.0,Aleatoria
92,64,106,230,0.425,0.5963048943590092,1.6531509157274171,43,38,25,7,7,0.4516148818119784,8.028379617649303,169.14638245165258,-2.0,Aleatoria
93,65,104,231,0.425,0.5977590835425274,1.6531509157274171,45,36,23,8,8,0.42286595612913175,6.4633994303126014,171.2680066376625,-2.0,Aleatoria
94,65,102,233,0.4225,0.5991936722211991,1.6531509157274171,44,35,23,10,10,0.42817001659415654,6.301261201045097,179.6739798559676,-2.0,Aleatoria
95,72,93,235,0.4175,0.6006455947479612,1.6531509157274171,42,30,21,9,9,0.44918494963991934,7.376540755601805,160.51424069724374,-9.0,Aleatoria
96,62,101,237,0.4125,0.601925447039722,1.6531509157274171,45,34,22,10,10,0.40128560174310957,6.764663443114585,176.7537286838392,8.0,Aleatoria
97,66,95,239,0.4075,0.6033332508893501,1.6531509157274171,42,31,22,9,9,0.4418843217095983,6.929393285576861,166.3033811305663,-6.0,Aleatoria
98,61,95,244,0.4025,0.6046374466076352,1.6531509157274171,40,32,23,9,9,0.41575845282641594,6.601416982524092,165.73459227087514,0.0,Aleatoria
99,60,95,245,0.39,0.6059322769936335,1.6531509157274171,40,31,24,8,8,0.4143364806771881,6.4932587353700635,161.09311975759454,0.0,Aleatoria
100,59,94,247,0.3875,0.6071908612583621,1.6531509157274171,37,32,25,9,9,0.40273279939398665,7.5819989658299844,160.0410300820386,-1.0,Aleatoria
101,57,93,250,0.3825,0.6084541533989074,1.6531509157274171,37,30,26,10,10,0.40010257520509673,7.046172913766688,165.5269512857366,-1.0,Aleatoria
102,62,84,254,0.375,0.6097480093601675,1.6531509157274171,35,28,21,8,8,0.41381737821434184,7.5819989658299844,151.00525037734712,-9.0,Aleatoria
103,51,93,256,0.365,0.610907685324849,1.6531509157274171,36,34,23,9,9,0.37751312594336794,7.330658010474762,162.06946271225564,9.0,Aleatoria
104,41,101,258,0.36,0.6121420516535429,1.6531509157274171,41,36,24,9,9,0.4051736567806394,7.951601421902848,176.33639850657818,8.0,Aleatoria
105,42,95,263,0.355,0.6135522052934703,1.6531509157274171,37,35,23,9,9,0.44084099626644585,7.79360879845825,171.3310199291586,-6.0,Aleatoria
106,44,92,264,0.3425,0.6148698231514795,1.6531509157274171,38,33,21,9,9,0.4283275498228968,7.76257426282172,165.1447427452098,-3.0,Aleatoria
107,40,94,266,0.34,0.6161324192547335,1.6531509157274171,41,31,22,10,10,0.4128618568630247,8.269659978752921,169.98913508728975,2.0,Aleatoria
108,41,91,268,0.335,0.6173962974311367,1.6531509157274171,40,28,23,9,9,0.4249728377182247,8.269659978752921,165.30163058824053,-3.0,Aleatoria
109,38,93,269,0.33,0.6186196287802744,1.6531509157274171,40,28,25,10,10,0.4132540764706016,7.657403330694605,172.64722029898908,2.0,Aleatoria
110,36,92,272,0.3275,0.6199217014109349,1.6531509157274171,38,29,25,10,10,0.43161805074747306,8.269659978752921,174.2175217317349,-1.0,Aleatoria
111,36,90,274,0.32,0.6212339371976243,1.6531509157274171,39,27,24,8,8,0.4355438043293376,8.269659978752921,172.31216834767042,-2.0,Aleatoria
112,35,89,276,0.315,0.6225398173906292,1.6531509157274171,39,26,24,7,7,0.4307804208691765,7.865455263783823,157.5497574716972,-1.0,Aleatoria
113,35,86,279,0.31,0.6237937425324267,1.6531509157274171,38,26,22,8,8,0.3938743936792431,6.328801264556552,153.8871775595726,-3.0,Aleatoria
114,33,86,281,0.3025,0.6250280979745184,1.6531509157274171,39,24,23,8,8,0.38471794389893155,6.3393569859628105,167.20882676705025,0.0,Aleatoria
115,33,84,283,0.2975,0.6262497204148859,1.6531509157274171,38,26,20,8,8,0.4180220669176258,7.966387712577661,146.8124294644187,-2.0,Aleatoria
116,36,79,285,0.2925,0.627373116624848,1.6531509157274171,35,24,20,9,9,0.36703107366104687,7.081872527645506,151.27563827580565,-5.0,Aleatoria
117,38,73,289,0.2875,0.6284514987523643,1.6531509157274171,35,20,18,7,7,0.3781890956895142,7.559056146252831,143.61771272565255,-6.0,Aleatoria
118,41,70,289,0.2775,0.6294492063041415,1.6531509157274171,34,20,16,8,8,0.3590442818141314,8.379056867447488,137.62207466849927,-3.0,Aleatoria
119,43,67,290,0.2775,0.6303946239702376,1.6531509157274171,34,18,15,7,7,0.34405518667124824,7.471129872350821,137.9412705401058,-3.0,Aleatoria
120,40,67,293,0.275,0.6313533811467552,1.6531509157274171,33,16,18,7,7,0.34485317635026463,7.178758275925703,135.8086519567774,0.0,Aleatoria
121,41,65,294,0.2675,0.6322809519322408,1.6531509157274171,30,16,19,7,7,0.3395216298919436,6.564266506962927,130.32715260848897,-2.0,Aleatoria
122,43,63,294,0.265,0.633181775996592,1.6531509157274171,27,16,20,6,6,0.3258178815212224,6.723577488863336,127.5973258517426,-2.0,Aleatoria
123,43,59,298,0.265,0.6340538858562745,1.6531509157274171,26,18,15,7,7,0.3189933146293564,6.860462334220384,122.13615483384604,-4.0,Aleatoria
124,44,57,299,0.255,0.6348640188802541,1.6531509157274171,25,17,15,7,7,0.30534038708461503,6.451439734833667,117.37012970276163,-2.0,Aleatoria
125,42,58,300,0.2525,0.6356433012906533,1.6531509157274171,27,17,14,6,6,0.293425324256904,6.362961822120831,113.34770595909842,1.0,Aleatoria
126,41,57,302,0.25,0.6363986652846033,1.6531509157274171,26,16,15,7,7,0.2833692648977459,6.124194087813593,115.97319579356164,-1.0,Aleatoria
127,39,55,306,0.245,0.637163441188012,1.6531509157274171,27,14,14,7,7,0.289932989483904,6.105984944343493,114.66462899907052,-2.0,Aleatoria
128,38,54,308,0.235,0.6379048146591773,1.6531509157274171,26,14,14,7,7,0.2866615724976761,5.534425560424317,108.28568653701973,-1.0,Aleatoria
129,40,50,310,0.23,0.6386060836763453,1.6531509157274171,25,11,14,6,6,0.27071421634254916,6.038523961328604,101.18181259099207,-4.0,Aleatoria
130,34,54,312,0.225,0.6392411916258712,1.6531509157274171,25,12,17,6,6,0.25295453147748004,5.7242760711827,110.19834282581078,4.0,Aleatoria
131,34,54,312,0.22,0.6399297881320662,1.6531509157274171,26,13,15,6,6,0.27549585706452684,5.7242760711827,106.10721113591302,0.0,Aleatoria
132,36,51,313,0.22,0.6405793128409311,1.6531509157274171,22,13,16,6,6,0.2652680278397824,5.975617026537922,101.24298422555592,-3.0,Aleatoria
133,37,49,314,0.2175,0.6412185923248513,1.6531509157274171,22,13,14,5,5,0.2531074605638897,5.975617026537922,91.65157998144002,-2.0,Aleatoria
134,33,50,317,0.215,0.6418158335316213,1.6531509157274171,23,11,16,6,6,0.22912894995359995,5.0911018416057665,105.41847885724074,1.0,Aleatoria
135,31,52,317,0.2075,0.642456887422582,1.6531509157274171,23,11,18,6,6,0.2635461971431018,5.975617026537922,111.10491951623521,2.0,Aleatoria
136,31,51,318,0.2075,0.6431260132598795,1.6531509157274171,25,11,15,6,6,0.27776229879058795,6.222284778775157,107.03770507313939,-1.0,Aleatoria
137,33,48,319,0.205,0.6437799927499198,1.6531509157274171,21,12,15,5,5,0.2675942626828484,5.718186377870871,101.18320198064049,-3.0,Aleatoria
138,31,49,320,0.2025,0.6443938500257453,1.6531509157274171,23,12,14,6,6,0.25295800495160115,5.340352949252173,104.51532003700655,1.0,Aleatoria
139,31,49,320,0.2,0.6450206240506717,1.6531509157274171,22,12,15,4,4,0.26128830009251636,5.84445135015646,100.82672128939095,0.0,Aleatoria
140,30,46,324,0.2,0.6456162860362251,1.6531509157274171,21,11,14,6,6,0.2520668032234773,5.84445135015646,100.11321886586029,-3.0,Aleatoria
141,27,49,324,0.19,0.6461902381978669,1.6531509157274171,20,15,14,6,6,0.25028304716465066,5.84445135015646,103.01755381256537,3.0,Aleatoria
142,31,44,325,0.19,0.6467891886571415,1.6531509157274171,18,15,11,3,3,0.25754388453141336,5.84445135015646,85.65944522980733,-5.0,Aleatoria
143,28,46,326,0.1875,0.6472824560908604,1.6531509157274171,19,15,12,5,5,0.2141486130745182,5.340352949252173,93.98413042547134,2.0,Aleatoria
144,27,46,327,0.185,0.6478212843300867,1.6531509157274171,19,14,13,4,4,0.23496032606367825,5.340352949252173,90.53410124614322,0.0,Aleatoria
145,25,46,329,0.1825,0.6483449178307038,1.6531509157274171,20,13,13,5,5,0.226335253115358,5.340352949252173,94.55696992181184,0.0,Aleatoria
146,25,44,331,0.1775,0.648882967300179,1.6531509157274171,20,12,12,5,5,0.23639242480452954,6.147078220116543,87.40414501367556,-2.0,Aleatoria
147,25,44,331,0.1725,0.6493694237781537,1.6531509157274171,20,12,12,5,5,0.2185103625341888,5.340352949252173,91.23208268537445,0.0,Aleatoria
148,24,43,333,0.1725,0.6498686502502289,1.6531509157274171,18,12,13,5,5,0.228080206713436,5.089011993896951,89.92846900676513,-1.0,Aleatoria
149,25,42,333,0.1675,0.6503606033047056,1.6531509157274171,18,11,13,5,5,0.22482117251691267,5.346442642564003,90.9965953947949,-1.0,Aleatoria
150,28,39,333,0.1675,0.650850138939719,1.6531509157274171,17,10,12,4,4,0.22749148848698714,4.953358083134021,85.55348456445239,-3.0,Aleatoria
151,26,39,335,0.1675,0.6513068992663036,1.6531509157274171,16,10,13,5,5,0.2138837114111309,4.449259682229735,87.34064828423287,0.0,Aleatoria
152,27,37,336,0.1625,0.6518017459994061,1.6531509157274171,15,10,12,5,5,0.21835162071058212,4.572758112921104,78.58767186895267,-2.0,Aleatoria
153,24,40,336,0.16,0.6522544295116536,1.6531509157274171,17,11,12,5,5,0.1964691796723816,3.866489467403834,80.29176390730395,3.0,Aleatoria
154,26,37,337,0.16,0.6527209070834865,1.6531509157274171,17,9,11,5,5,0.20072940976825981,3.863015060339107,76.06795686336162,-3.0,Aleatoria
155,28,35,337,0.1575,0.6531687964457715,1.6531509157274171,15,8,12,5,5,0.190169892158404,3.334560998598435,75.2163934290202,-2.0,Aleatoria
156,31,31,338,0.1575,0.6535998891404634,1.6531509157274171,13,8,10,5,5,0.1880409835725505,3.863015060339107,67.34980249510133,-4.0,Aleatoria
157,28,32,340,0.155,0.6539767217712454,1.6531509157274171,14,8,10,5,5,0.1683745062377533,3.451949077423271,75.53067368810682,1.0,Aleatoria
158,27,32,341,0.15,0.6543469796981307,1.6531509157274171,14,9,9,5,5,0.188826684220267,3.8712323326323093,75.56168136747412,0.0,Aleatoria
159,27,32,341,0.1475,0.6547141229883272,1.6531509157274171,14,9,9,4,4,0.18890420341868527,3.8712323326323093,74.69654091914533,0.0,Aleatoria
160,27,30,343,0.1475,0.6550660970581952,1.6531509157274171,12,9,9,4,4,0.1867413522978633,4.169241090544721,71.86234200824079,-2.0,Aleatoria
161,25,32,343,0.1425,0.6554005158025883,1.6531509157274171,13,9,10,4,4,0.17965585502060197,4.169241090544721,76.13397830749207,2.0,Aleatoria
162,24,33,343,0.1425,0.6557577421434769,1.6531509157274171,13,10,10,4,4,0.19033494576873017,4.673339491449007,74.1372498195107,1.0,Aleatoria
163,24,32,344,0.1425,0.6561113749663672,1.6531509157274171,11,11,10,4,4,0.18534312454877672,4.92468044680423,72.84262475665513,-1.0,Aleatoria
164,24,28,348,0.14,0.6564541884666599,1.6531509157274171,12,10,6,1,1,0.1821065618916378,4.92468044680423,52.02891785514975,-4.0,Aleatoria
165,23,28,349,0.13,0.6567231786627263,1.6531509157274171,12,9,7,1,1,0.13007229463787437,3.945089460354504,52.67604062190852,0.0,Aleatoria
166,23,28,349,0.1275,0.6569878439378047,1.6531509157274171,12,9,7,2,2,0.13169010155477132,3.945089460354504,53.93132181582063,0.0,Aleatoria
167,25,26,349,0.1275,0.6572629145358013,1.6531509157274171,11,8,7,2,2,0.13482830453955158,3.945089460354504,49.783949796680304,-2.0,Aleatoria
168,23,25,352,0.1275,0.6575169314680028,1.6531509157274171,11,6,8,1,1,0.12445987449170072,3.945089460354504,52.02343854272678,-1.0,Aleatoria
169,21,27,352,0.12,0.6577828327494768,1.6531509157274171,12,7,8,1,1,0.13005859635681694,3.647080702442093,55.18773662060136,2.0,Aleatoria
170,25,22,353,0.12,0.6580711212495846,1.6531509157274171,11,6,5,1,1,0.13796934155150345,3.647080702442093,44.1420434495403,-5.0,Aleatoria
171,21,25,354,0.1175,0.6582740682490887,1.6531509157274171,10,9,6,1,1,0.11035510862385077,3.3957397470868704,49.25756821052884,3.0,Aleatoria
172,19,26,355,0.115,0.6585268653102838,1.6531509157274171,10,9,7,1,1,0.12314392052632211,3.1429823015378062,51.910797052914305,1.0,Aleatoria
173,19,25,356,0.1125,0.6587949093525698,1.6531509157274171,9,8,8,1,1,0.12977699263228576,3.5778759048072644,52.88840214705752,-1.0,Aleatoria
174,17,27,356,0.11,0.6590744079719684,1.6531509157274171,11,9,7,1,1,0.1322210053676438,3.5778759048072644,56.01942884300838,2.0,Aleatoria
175,14,30,356,0.11,0.6593657882144907,1.6531509157274171,12,9,9,1,1,0.14004857210752095,3.5778759048072644,63.406999798078154,3.0,Aleatoria
176,17,25,358,0.11,0.6597024280186846,1.6531509157274171,11,6,8,1,1,0.1585174994951954,4.081974305711551,56.78773579249268,-5.0,Aleatoria
177,17,24,359,0.105,0.6599913925657138,1.6531509157274171,11,5,8,1,1,0.14196933948123175,3.647080702442093,54.02918524917847,-1.0,Aleatoria
178,17,24,359,0.1025,0.6602567571425456,1.6531509157274171,10,6,8,1,1,0.13507296312294623,3.3957397470868704,51.78465841795379,0.0,Aleatoria
179,18,23,359,0.1025,0.6605196480292069,1.6531509157274171,10,6,7,1,1,0.12946164604488447,3.647080702442093,49.679438449820964,-1.0,Aleatoria
180,18,23,359,0.1025,0.6607734155898419,1.6531509157274171,9,6,8,1,1,0.1241985961245524,3.3638601365490346,50.92572849279575,0.0,Aleatoria
181,19,20,361,0.1025,0.6610238765107471,1.6531509157274171,10,5,5,1,1,0.12731432123198935,3.647080702442093,42.27228454107947,-3.0,Aleatoria
182,16,23,361,0.0975,0.6612290935588335,1.6531509157274171,13,5,5,1,1,0.10568071135269869,3.647080702442093,45.82492989312334,3.0,Aleatoria
183,17,22,361,0.0975,0.661452502513518,1.6531509157274171,12,4,6,1,1,0.11456232473280835,3.647080702442093,45.12571639163487,-1.0,Aleatoria
184,16,23,361,0.0975,0.6616695933415389,1.6531509157274171,13,4,6,1,1,0.11281429097908717,3.647080702442093,46.567796133046,1.0,Aleatoria
185,16,23,361,0.0975,0.6618942653546439,1.6531509157274171,15,4,4,1,1,0.116419490332615,3.647080702442093,43.7913714483522,0.0,Aleatoria
186,16,23,361,0.0975,0.6621048382706012,1.6531509157274171,15,4,4,1,1,0.10947842862088049,3.647080702442093,43.955730599262196,0.0,Aleatoria
187,19,20,361,0.0975,0.6623104871650373,1.6531509157274171,12,4,4,1,1,0.10988932649815553,3.647080702442093,40.6682677135015,-3.0,Aleatoria
188,18,20,362,0.0975,0.6624928898215257,1.6531509157274171,11,5,4,1,1,0.10167066928375376,3.647080702442093,38.13445767939281,0.0,Aleatoria
189,16,21,363,0.095,0.6626655677933235,1.6531509157274171,11,4,6,1,1,0.09533614419848205,3.647080702442093,44.307163019694705,1.0,Aleatoria
190,16,21,363,0.0925,0.6628636075715326,1.6531509157274171,11,4,6,1,1,0.11076790754923678,4.081974305711551,42.90067348644908,0.0,Aleatoria
191,18,19,363,0.0925,0.6630554756422984,1.6531509157274171,11,4,4,1,1,0.10725168371612272,3.8306333503563286,38.14222467593079,-2.0,Aleatoria
192,18,19,363,0.0925,0.6632232381868037,1.6531509157274171,10,4,5,1,1,0.09535556168982699,3.025389926083993,39.1649004184991,0.0,Aleatoria
193,16,21,363,0.0925,0.6633875601689146,1.6531509157274171,11,4,6,1,1,0.09791225104624778,3.025389926083993,44.22317260967645,2.0,Aleatoria
194,17,20,363,0.0925,0.6635747442627812,1.6531509157274171,10,4,6,1,1,0.11055793152419113,3.189650104094995,43.218664435291764,-1.0,Aleatoria
195,21,16,363,0.0925,0.6637548242923401,1.6531509157274171,10,3,3,1,1,0.1080466610882294,3.025389926083993,33.34808489764675,-4.0,Aleatoria
196,20,17,363,0.0925,0.663903582715443,1.6531509157274171,11,3,3,1,1,0.08337021224411689,2.891641346182584,34.458303602933114,1.0,Aleatoria
197,18,18,364,0.0925,0.6640586591015096,1.6531509157274171,10,3,5,1,1,0.08614575900733282,3.189650104094995,37.087927572433884,1.0,Aleatoria
198,19,17,364,0.09,0.6642226907933534,1.6531509157274171,9,3,5,1,1,0.09271981893108475,3.189650104094995,36.90392274660205,-1.0,Aleatoria
199,18,17,365,0.09,0.664377927095609,1.6531509157274171,9,3,5,1,1,0.09225980686650515,3.189650104094995,34.772318155015135,0.0,Aleatoria
200,18,16,366,0.0875,0.6645326686987849,1.6531509157274171,8,3,5,1,1,0.08693079538753785,3.189650104094995,33.93074061209012,-1.0,Aleatoria
201,19,15,366,0.085,0.6646792738172402,1.6531509157274171,8,3,4,0,0,0.08482685153022532,3.189650104094995,27.569312915126556,-1.0,Aleatoria
202,18,16,366,0.085,0.6648161790718007,1.6531509157274171,8,3,5,0,0,0.06892328228781638,2.6538240520316987,30.22254175751202,1.0,Aleatoria
203,19,15,366,0.085,0.6649684134380653,1.6531509157274171,8,3,4,1,1,0.07555635439378004,3.088717655301157,33.25624632310996,-1.0,Aleatoria
204,20,14,366,0.085,0.6651122099777286,1.6531509157274171,7,3,4,1,1,0.0831406158077749,3.6245437073644533,30.67087110852494,-1.0,Aleatoria
205,23,11,366,0.085,0.6652470481278088,1.6531509157274171,6,2,3,1,1,0.07667717777131236,3.6245437073644533,24.60312107975423,-3.0,Aleatoria
206,20,14,366,0.085,0.6653468709680058,1.6531509157274171,7,3,4,1,1,0.06150780269938558,3.326534949452042,31.36953974013465,3.0,Aleatoria
207,19,15,366,0.085,0.6654899536068386,1.6531509157274171,8,3,4,1,1,0.07842384935033662,3.326534949452042,34.280991288388606,1.0,Aleatoria
208,17,15,368,0.085,0.6656440478770915,1.6531509157274171,8,3,4,1,1,0.08570247822097153,3.6245437073644533,30.111057571032674,0.0,Aleatoria
209,18,14,368,0.08,0.6658088157676185,1.6531509157274171,7,3,4,1,1,0.07527764392758168,2.511982883932371,29.105120877197656,-1.0,Aleatoria
210,16,16,368,0.08,0.6659693287104028,1.6531509157274171,9,3,4,1,1,0.07276280219299414,2.298143104512938,30.85692922648816,2.0,Aleatoria
211,16,16,368,0.08,0.6661377614438567,1.6531509157274171,9,3,4,1,1,0.0771423230662204,2.298143104512938,30.85692922648816,0.0,Aleatoria
212,15,16,369,0.08,0.6663054175453746,1.6531509157274171,9,3,4,1,1,0.0771423230662204,2.298143104512938,30.85692922648816,0.0,Aleatoria
213,14,17,369,0.0775,0.6664723017870486,1.6531509157274171,9,4,4,1,1,0.0771423230662204,2.298143104512938,31.272318653835296,1.0,Aleatoria
214,13,18,369,0.0775,0.6666428501697164,1.6531509157274171,9,4,5,1,1,0.07818079663458823,2.298143104512938,32.0160785803138,1.0,Aleatoria
215,15,16,369,0.0775,0.6668210611915183,1.6531509157274171,7,4,5,1,1,0.08004019645078453,2.298143104512938,30.00880759266049,-2.0,Aleatoria
216,11,17,372,0.0775,0.6669844368472418,1.6531509157274171,9,3,5,1,1,0.07502201898165121,2.0565930171033475,32.50523360696092,1.0,Aleatoria
217,11,17,372,0.07,0.6671575352059562,1.6531509157274171,9,3,5,1,1,0.08126308401740232,2.0565930171033475,32.50523360696092,0.0,Aleatoria
218,10,17,373,0.07,0.6673298661570404,1.6531509157274171,9,3,5,1,1,0.08126308401740232,2.0565930171033475,31.868146308768758,0.0,Aleatoria
219,9,18,373,0.0675,0.667500149395228,1.6531509157274171,10,3,5,1,1,0.0796703657719219,1.8721523303558734,33.13955028439873,1.0,Aleatoria
220,8,19,373,0.0675,0.6676770621906141,1.6531509157274171,10,3,6,1,1,0.08284887571099685,2.083272813419165,37.35767345210137,1.0,Aleatoria
221,9,18,373,0.0675,0.6678648635195242,1.6531509157274171,9,3,6,1,1,0.09339418363025347,2.511982883932371,36.49874352694333,-1.0,Aleatoria
222,11,16,373,0.0675,0.6680425035180463,1.6531509157274171,8,3,5,1,1,0.09124685881735836,2.511982883932371,31.260139469972852,-2.0,Aleatoria
223,10,17,373,0.0675,0.668197170511605,1.6531509157274171,9,3,5,1,1,0.07815034867493215,2.511982883932371,30.130487499049085,1.0,Aleatoria
224,10,17,373,0.0675,0.6683600652117314,1.6531509157274171,8,3,6,1,1,0.07532621874762271,2.083272813419165,32.248621802033625,0.0,Aleatoria
225,11,15,374,0.0675,0.6685244876901826,1.6531509157274171,7,3,5,1,1,0.08062155450508407,2.199023472545165,27.02916434051267,-2.0,Aleatoria
226,10,16,374,0.065,0.6686665780071845,1.6531509157274171,7,3,6,1,1,0.06757291085128168,1.8874287671343224,29.297415886965872,1.0,Aleatoria
227,8,17,375,0.065,0.6688275679460389,1.6531509157274171,7,3,7,1,1,0.07324353971741468,1.7728268141494523,31.91067606416566,1.0,Aleatoria
228,7,18,375,0.0625,0.6689926930816182,1.6531509157274171,7,3,8,1,1,0.07977669016041415,2.298494750050158,35.85872955005663,1.0,Aleatoria
229,6,19,375,0.0625,0.6691715747268101,1.6531509157274171,8,3,8,1,1,0.0896468238751416,2.298494750050158,36.09013267549213,1.0,Aleatoria
230,8,17,375,0.0625,0.6693524572737707,1.6531509157274171,9,2,6,1,1,0.09022533168873031,2.298494750050158,31.631725877171938,-2.0,Aleatoria
231,7,17,376,0.0625,0.6695211365195067,1.6531509157274171,8,2,7,1,1,0.07907931469292985,2.2704327965227806,30.90261116538326,0.0,Aleatoria
232,10,14,376,0.06,0.6696880680020371,1.6531509157274171,6,2,6,1,1,0.07725652791345815,2.2704327965227806,23.101963886328598,-3.0,Aleatoria
233,10,13,377,0.06,0.6698113781138908,1.6531509157274171,5,2,6,1,1,0.05775490971582149,1.7728268141494523,22.870560760893103,-1.0,Aleatoria
234,8,15,377,0.0575,0.6699314978910502,1.6531509157274171,5,3,7,1,1,0.05717640190223276,1.7728268141494523,27.003809124518764,2.0,Aleatoria
235,9,14,377,0.0575,0.6700703792542371,1.6531509157274171,5,3,6,1,1,0.06750952281129691,2.329785220092528,24.921274621574895,-1.0,Aleatoria
236,8,15,377,0.0575,0.6701928785197017,1.6531509157274171,5,3,7,1,1,0.06230318655393724,1.8675640441995156,28.18095099825461,1.0,Aleatoria
237,8,15,377,0.0575,0.6703294489729039,1.6531509157274171,5,2,8,1,1,0.07045237749563653,1.8675640441995156,29.606143878882936,0.0,Aleatoria
238,8,15,377,0.0575,0.6704754961242871,1.6531509157274171,5,2,8,1,1,0.07401535969720735,1.8675640441995156,29.606143878882936,0.0,Aleatoria
239,8,14,378,0.0575,0.6706208843936943,1.6531509157274171,4,2,8,0,0,0.07401535969720735,1.8675640441995156,24.96974946164843,-1.0,Aleatoria
240,9,12,379,0.055,0.6707573764300997,1.6531509157274171,4,1,7,0,0,0.06242437365412107,1.7867867928684613,23.312589174573432,-2.0,Aleatoria
241,9,12,379,0.0525,0.6708788412179564,1.6531509157274171,5,1,6,0,0,0.05828147293643357,1.7867867928684613,21.61740484855215,0.0,Aleatoria
242,9,12,379,0.0525,0.6710021709133683,1.6531509157274171,5,1,6,0,0,0.05404351212138037,1.237000762086156,21.61740484855215,0.0,Aleatoria
243,10,11,379,0.0525,0.6711249464750813,1.6531509157274171,4,1,6,0,0,0.05404351212138037,1.237000762086156,19.594730238294908,-1.0,Aleatoria
244,10,11,379,0.0525,0.6712306139086166,1.6531509157274171,4,1,6,0,0,0.04898682559573727,1.237000762086156,18.715914658444035,0.0,Aleatoria
245,11,10,379,0.0525,0.6713325399014947,1.6531509157274171,5,1,4,0,0,0.04678978664611009,1.1127620800436362,16.542841062510778,-1.0,Aleatoria
246,10,10,380,0.0525,0.6714225139739912,1.6531509157274171,5,1,4,0,0,0.04135710265627694,1.1127620800436362,16.542841062510778,0.0,Aleatoria
247,10,10,380,0.05,0.6715121083873768,1.6531509157274171,4,1,5,0,0,0.04135710265627694,1.1127620800436362,20.54157090318818,0.0,Aleatoria
248,12,7,381,0.05,0.6716224672639748,1.6531509157274171,2,1,4,0,0,0.05135392725797046,1.7867867928684613,17.54373324101693,-3.0,Aleatoria
249,13,6,381,0.0475,0.6717051223852982,1.6531509157274171,1,1,4,0,0,0.04385933310254233,1.7867867928684613,14.958358026431904,-1.0,Aleatoria
