t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,topologia
26,195,132,73,0.82,0.3843585285785809,1.9901689638223687,51,53,28,45,45,0.7665244597358845,7.845548350253704,336.1685145885754,-1.0,Scale-free
27,192,133,75,0.8175,0.3872491198646678,1.9901689638223687,53,56,24,49,49,0.8404212864714385,9.837959656842138,348.45657480193864,1.0,Scale-free
28,189,134,77,0.8125,0.39007941162262233,1.9901689638223687,54,55,25,44,44,0.8711414370048465,9.859740243437844,326.87743850849296,1.0,Scale-free
29,192,131,77,0.8075,0.3927052963022489,1.9901689638223687,51,56,24,46,46,0.8171935962712324,9.282841700721626,345.3814394041417,-3.0,Scale-free
30,180,139,81,0.8075,0.3953251505849088,1.9901689638223687,55,58,26,48,48,0.8634535985103543,9.537478433478821,355.6194228355173,8.0,Scale-free
31,171,146,83,0.7975,0.3979209219566374,1.9901689638223687,58,59,29,47,47,0.8890485570887933,9.115294730598094,358.3385376363185,7.0,Scale-free
32,179,137,84,0.7925,0.4004464820257068,1.9901689638223687,55,57,25,41,41,0.8958463440907962,9.542370384856415,322.8547509998442,-9.0,Scale-free
33,174,138,88,0.79,0.40265666019288987,1.9901689638223687,57,51,30,40,40,0.8071368774996108,8.292037793407944,341.37250176534224,1.0,Scale-free
34,170,141,89,0.78,0.40492182673977856,1.9901689638223687,59,56,26,44,44,0.8534312544133559,9.905601045393919,341.7214162271259,3.0,Scale-free
35,168,140,92,0.7775,0.40707018552084456,1.9901689638223687,63,50,27,42,42,0.8543035405678151,10.110318957364692,337.467090794978,-1.0,Scale-free
36,173,129,98,0.77,0.40911538403087094,1.9901689638223687,58,48,23,39,39,0.8436677269874451,10.352094118747852,312.60849718114235,-11.0,Scale-free
37,168,134,98,0.755,0.4111255354373728,1.9901689638223687,60,47,27,39,39,0.7815212429528562,9.931469974658913,316.805742759625,5.0,Scale-free
38,166,134,100,0.755,0.4130844102672715,1.9901689638223687,60,49,25,40,40,0.7920143568990626,8.317677515225288,338.07331721720504,0.0,Scale-free
39,170,130,100,0.75,0.41500658292300857,1.9901689638223687,60,47,23,43,43,0.845183293043013,10.344142403984169,332.8527978027246,-4.0,Scale-free
40,179,120,101,0.75,0.41678185515557514,1.9901689638223687,56,44,20,37,37,0.832131994506812,10.680332409579167,268.1627572808175,-10.0,Scale-free
41,173,121,106,0.7475,0.41820220378439943,1.9901689638223687,54,46,21,40,40,0.6704068932020444,7.533892336113101,300.24409748030627,1.0,Scale-free
42,170,123,107,0.735,0.41973326796999794,1.9901689638223687,53,47,23,42,42,0.7506102437007659,9.715273711595232,315.08661610114933,2.0,Scale-free
43,177,115,108,0.7325,0.421318860753974,1.9901689638223687,53,44,18,38,38,0.7877165402528735,10.569880534839832,267.91462472756575,-8.0,Scale-free
44,165,126,109,0.73,0.42276454731039675,1.9901689638223687,58,45,23,40,40,0.6697865618189149,8.439430926240263,312.28215175081084,11.0,Scale-free
45,166,120,114,0.7275,0.42437417505296565,1.9901689638223687,59,38,23,39,39,0.7807053793770277,11.134261167600526,293.0006952479112,-6.0,Scale-free
46,166,117,117,0.715,0.42586409526203867,1.9901689638223687,52,41,24,39,39,0.7325017381197783,9.69082291815859,281.30007570421,-3.0,Scale-free
47,160,122,118,0.7075,0.42727693501145986,1.9901689638223687,55,44,23,40,40,0.7032501892605251,9.12134954320064,279.940966493816,5.0,Scale-free
48,157,121,122,0.705,0.4286048514129132,1.9901689638223687,52,44,25,39,39,0.6998524162345404,9.193016324385388,283.8582339248264,-1.0,Scale-free
49,163,113,124,0.695,0.42997976736512183,1.9901689638223687,47,45,21,37,37,0.7096455848120661,9.403490582047283,268.5174373955542,-8.0,Scale-free
50,159,113,128,0.69,0.43135064470984114,1.9901689638223687,45,45,23,37,37,0.6712935934888858,6.852433074018674,268.12504282923163,0.0,Scale-free
51,156,115,129,0.68,0.432638234191414,1.9901689638223687,44,50,21,38,38,0.6703126070730793,8.381301144255042,277.97268364223123,2.0,Scale-free
52,156,114,130,0.6775,0.43397560558280385,1.9901689638223687,50,47,17,40,40,0.6949317091055781,8.587477871537986,286.0325056095316,-1.0,Scale-free
53,149,118,133,0.675,0.43534727676738705,1.9901689638223687,53,48,17,39,39,0.7150812640238291,8.396252229507041,285.7971252755176,4.0,Scale-free
54,143,120,137,0.6675,0.43669295893063365,1.9901689638223687,54,48,18,37,37,0.714492813188794,8.176989262851144,282.52968853029796,2.0,Scale-free
55,136,126,138,0.6575,0.4380092284740181,1.9901689638223687,58,50,18,40,40,0.706324221325745,8.10490474770675,288.6371507612654,6.0,Scale-free
56,131,128,141,0.655,0.4393343360598305,1.9901689638223687,57,49,22,41,41,0.7215928769031638,8.014295459294942,306.81950472695934,2.0,Scale-free
57,126,129,145,0.6475,0.4407384032263391,1.9901689638223687,55,52,22,40,40,0.7670487618173985,8.205090000579945,302.09600150484243,1.0,Scale-free
58,123,132,145,0.6375,0.4421442840106776,1.9901689638223687,58,52,22,39,39,0.7552400037621061,7.982174057957085,308.70971375241083,3.0,Scale-free
59,135,117,148,0.6375,0.4435408115378155,1.9901689638223687,49,46,22,38,38,0.7717742843810269,8.063201010884269,291.0424698388962,-15.0,Scale-free
60,131,119,150,0.63,0.4448579303729976,1.9901689638223687,48,44,27,37,37,0.7276061745972402,7.775683064386273,272.405407218507,2.0,Scale-free
61,129,121,150,0.625,0.44612800969571537,1.9901689638223687,50,44,27,38,38,0.6810135180462674,6.595407457693027,296.2249617161681,2.0,Scale-free
62,134,115,151,0.625,0.4474370051361185,1.9901689638223687,51,42,22,38,38,0.7405624042904203,7.501402675644479,278.70606028678964,-6.0,Scale-free
63,139,106,155,0.6225,0.44868999351152594,1.9901689638223687,43,40,23,34,34,0.6967651507169742,8.083087643257185,264.9888285969748,-9.0,Scale-free
64,131,113,156,0.6125,0.4498377206108529,1.9901689638223687,44,42,27,38,38,0.662472071492437,7.769588480910521,283.69890949728705,7.0,Scale-free
65,131,112,157,0.61,0.45109858798129226,1.9901689638223687,45,41,26,38,38,0.7092472737432175,6.970647853961203,273.02161195414703,-1.0,Scale-free
66,123,117,160,0.6075,0.4523823822520856,1.9901689638223687,45,43,29,37,37,0.6825540298853677,6.625827017928513,285.9258900438615,5.0,Scale-free
67,123,116,161,0.6,0.4536665920571603,1.9901689638223687,49,39,28,38,38,0.7148147251096542,7.479745566813321,278.6515059525564,-1.0,Scale-free
68,132,105,163,0.5975,0.4548601309242876,1.9901689638223687,45,38,22,37,37,0.6966287648813911,6.753862336223869,233.91771265408755,-11.0,Scale-free
69,128,102,170,0.5925,0.4558837254577277,1.9901689638223687,40,41,21,36,36,0.5847942816352191,5.534258538592621,254.66993671583788,-3.0,Scale-free
70,132,97,171,0.575,0.4569413835148171,1.9901689638223687,41,34,22,31,31,0.6366748417895949,6.893868141794527,237.361645202398,-5.0,Scale-free
71,129,97,174,0.5725,0.4579193222146323,1.9901689638223687,36,39,22,33,33,0.5934041130059954,6.819774172328537,221.31720615423433,0.0,Scale-free
72,120,102,178,0.565,0.4588699741879101,1.9901689638223687,41,40,21,36,36,0.5532930153855861,6.074578811811404,249.7823957247736,5.0,Scale-free
73,119,99,182,0.555,0.4598776279680847,1.9901689638223687,43,37,19,35,35,0.6244559893119341,6.961241204858189,241.60185944658207,-3.0,Scale-free
74,119,97,184,0.545,0.4608355572170862,1.9901689638223687,40,39,18,33,33,0.6040046486164554,7.0179490628419545,234.305393180541,-2.0,Scale-free
75,119,95,186,0.54,0.4617466953314727,1.9901689638223687,41,38,16,33,33,0.5857634829513526,6.073993982037222,227.70536628166602,-2.0,Scale-free
76,110,96,194,0.535,0.4626449935933629,1.9901689638223687,38,41,17,36,36,0.5692634157041653,5.9716161650111195,235.68071407564034,1.0,Scale-free
77,112,92,196,0.515,0.46356316332409764,1.9901689638223687,38,40,14,34,34,0.589201785189101,6.777273383922006,221.82673082111066,-4.0,Scale-free
78,116,85,199,0.51,0.4644462364121744,1.9901689638223687,39,36,10,32,32,0.5545668270527767,6.285160157200064,205.89170507700607,-7.0,Scale-free
79,118,80,202,0.5025,0.46522154485111983,1.9901689638223687,39,31,10,30,30,0.5147292626925153,5.908744110416251,186.7047269560947,-5.0,Scale-free
80,112,83,205,0.495,0.46596131130940927,1.9901689638223687,39,34,10,34,34,0.466761817390237,5.011351439441909,205.40923949626853,3.0,Scale-free
81,110,83,207,0.4875,0.46670289041729396,1.9901689638223687,38,32,13,33,33,0.5135230987406714,5.722443042793161,189.97668917564505,0.0,Scale-free
82,103,87,210,0.4825,0.4674249672354759,1.9901689638223687,41,33,13,32,32,0.4749417229391127,5.2621959653277965,217.49769028764942,4.0,Scale-free
83,104,85,211,0.475,0.4681807466009603,1.9901689638223687,37,34,14,35,35,0.5437442257191236,6.013689053043583,222.05037760939888,-2.0,Scale-free
84,95,87,218,0.4725,0.46897644772101016,1.9901689638223687,38,36,13,32,32,0.5551259440234972,6.185757204447806,225.4530013868079,2.0,Scale-free
85,93,86,221,0.455,0.46980726557715285,1.9901689638223687,38,34,14,30,30,0.5636325034670199,7.3866161337330265,222.52131511580598,-1.0,Scale-free
86,88,90,222,0.4475,0.47062272076468603,1.9901689638223687,43,33,14,32,32,0.5563032877895152,6.898847188810272,230.5911998950305,4.0,Scale-free
87,86,88,226,0.445,0.47144815898584885,1.9901689638223687,40,35,13,30,30,0.5764779997375764,6.970243330301503,214.10119410643148,-2.0,Scale-free
88,76,92,232,0.435,0.472218708744213,1.9901689638223687,43,34,15,31,31,0.5352529852660788,6.536073449577002,222.03975186659613,4.0,Scale-free
89,80,86,234,0.42,0.473024258097835,1.9901689638223687,42,32,12,28,28,0.5550993796664905,7.092635659308594,193.713138847406,-6.0,Scale-free
90,76,87,237,0.415,0.4737880609563655,1.9901689638223687,41,31,15,31,31,0.48428284711851505,5.159498124420586,222.47524533212706,1.0,Scale-free
91,81,81,238,0.4075,0.47457343253850026,1.9901689638223687,43,26,12,27,27,0.5561881133303177,7.490974406469024,189.06868560358228,-6.0,Scale-free
92,81,80,239,0.405,0.47529977430156267,1.9901689638223687,37,29,14,28,28,0.4726717140089559,5.560314146431889,200.3576405687531,-1.0,Scale-free
93,80,79,241,0.4025,0.4759946631495733,1.9901689638223687,38,29,12,30,30,0.5008941014218828,6.62051357740777,190.73789210457133,-1.0,Scale-free
94,76,82,242,0.3975,0.4766847423878293,1.9901689638223687,38,30,14,30,30,0.4768447302614284,6.085309241782249,211.44955085818663,3.0,Scale-free
95,76,78,246,0.395,0.4774057587453477,1.9901689638223687,35,30,13,25,25,0.5286238771454665,7.908310943479475,178.32985101267062,-4.0,Scale-free
96,81,70,249,0.385,0.4780804058115631,1.9901689638223687,32,28,10,24,24,0.4458246275316766,5.334070694116685,173.9867909416064,-8.0,Scale-free
97,87,62,251,0.3775,0.478651008126642,1.9901689638223687,29,25,8,25,25,0.43496697735401585,7.004047437680415,167.61292675360332,-8.0,Scale-free
98,86,62,252,0.3725,0.4791752509861492,1.9901689638223687,30,24,8,22,22,0.4190323168840082,6.734901667798447,145.04626500592747,0.0,Scale-free
99,85,62,253,0.37,0.4796967797080759,1.9901689638223687,29,24,9,22,22,0.3626156625148187,4.630678823290066,162.64639308382257,0.0,Scale-free
100,81,64,255,0.3675,0.48022641543094396,1.9901689638223687,33,23,8,24,24,0.40661598270955646,6.687438236807439,172.23452062772643,2.0,Scale-free
101,84,59,257,0.3625,0.4807716650025803,1.9901689638223687,29,21,9,21,21,0.43058630156931615,6.742206064713629,152.95729695859848,-5.0,Scale-free
102,87,52,261,0.3575,0.4812936418475633,1.9901689638223687,27,19,6,20,20,0.3823932423964962,4.7355893115576135,148.686278831567,-7.0,Scale-free
103,86,50,264,0.3475,0.48175026534666165,1.9901689638223687,23,20,7,18,18,0.37171569707891755,4.951675622768485,136.05729381867192,-2.0,Scale-free
104,85,50,265,0.34,0.4821876375970705,1.9901689638223687,23,22,5,20,20,0.3401432345466797,5.0881610844796406,147.9377386618405,0.0,Scale-free
105,83,50,267,0.3375,0.4826576450451641,1.9901689638223687,22,24,4,20,20,0.3698443466546013,5.441754013962501,143.01407756910055,0.0,Scale-free
106,82,50,268,0.3325,0.48309747227028615,1.9901689638223687,23,23,4,19,19,0.35753519392275135,5.249997587684143,141.98244288710015,0.0,Scale-free
107,81,49,270,0.33,0.48353636385538157,1.9901689638223687,21,21,7,18,18,0.3549561072177504,5.249997587684143,141.6052712648738,-1.0,Scale-free
108,80,48,272,0.325,0.4839745543397506,1.9901689638223687,21,20,7,16,16,0.3540131781621846,5.194884751025379,140.04717256776405,-1.0,Scale-free
109,72,52,276,0.32,0.48441175270656944,1.9901689638223687,19,23,10,16,16,0.3501179314194103,4.865270553659955,135.1350784382082,4.0,Scale-free
110,76,47,277,0.31,0.4848659389813784,1.9901689638223687,19,18,10,15,15,0.3378376960955205,5.013832842862439,126.87453366002288,-5.0,Scale-free
111,68,51,281,0.3075,0.4852970240522156,1.9901689638223687,21,21,9,17,17,0.3171863341500573,4.911504070500461,137.1221623274166,4.0,Scale-free
112,63,54,283,0.2975,0.4857384803398521,1.9901689638223687,24,21,9,15,15,0.3428054058185415,5.513738755372001,138.51130773572666,3.0,Scale-free
113,64,50,286,0.2925,0.4861903969087604,1.9901689638223687,23,16,11,16,16,0.3462782693393167,5.6705697633057905,137.02916502220938,-4.0,Scale-free
114,61,50,289,0.285,0.4866091727933448,1.9901689638223687,21,19,10,17,17,0.3425729125555236,5.427115664879353,138.78212316451464,0.0,Scale-free
115,60,50,290,0.2775,0.48703439808390264,1.9901689638223687,22,19,9,17,17,0.3469553079112866,5.500984887244529,131.8325859625784,0.0,Scale-free
116,57,52,291,0.275,0.48743268329974093,1.9901689638223687,22,21,9,17,17,0.329581464906446,5.500984887244529,131.96406072230621,2.0,Scale-free
117,57,52,291,0.2725,0.4878342273847826,1.9901689638223687,22,20,10,17,17,0.32991015180576555,5.485708003818795,131.13116730178422,0.0,Scale-free
118,58,50,292,0.2725,0.48822858759478566,1.9901689638223687,22,19,9,17,17,0.32782791825446056,5.485708003818795,129.5595853996261,-2.0,Scale-free
119,61,45,294,0.27,0.4886231108112341,1.9901689638223687,22,17,6,15,15,0.3238989634990652,5.378049445478886,97.27621031610809,-5.0,Scale-free
120,60,43,297,0.265,0.4889617182460876,1.9901689638223687,20,16,7,14,14,0.24319052579027026,2.7269543029926937,102.72212154107241,-2.0,Scale-free
121,58,43,299,0.2575,0.4892605746810584,1.9901689638223687,19,16,8,14,14,0.256805303852681,4.401531478698044,101.46614091272453,0.0,Scale-free
122,59,42,299,0.2525,0.4895585206278119,1.9901689638223687,20,15,7,14,14,0.2536653522818113,4.1261576283278885,102.46214136595485,-1.0,Scale-free
123,58,42,300,0.2525,0.48985771115764903,1.9901689638223687,18,15,9,15,15,0.25615535341488715,4.386826916425205,112.18733944748128,0.0,Scale-free
124,57,36,307,0.25,0.49019051046947526,1.9901689638223687,14,15,7,13,13,0.28046834861870323,4.688002991634784,103.82970443615696,-6.0,Scale-free
125,55,34,311,0.2325,0.49047381916982913,1.9901689638223687,14,13,7,12,12,0.25957426109039244,4.266145182079862,97.84252978334916,-2.0,Scale-free
126,55,34,311,0.2225,0.49073462893592035,1.9901689638223687,15,11,8,12,12,0.24460632445837294,4.266145182079862,100.92585285164016,0.0,Scale-free
127,51,37,312,0.2225,0.49100932905815853,1.9901689638223687,14,12,11,12,12,0.2523146321291005,4.266145182079862,101.80772346395095,3.0,Scale-free
128,51,36,313,0.22,0.49130388813296705,1.9901689638223687,12,13,11,10,10,0.25451930865987743,4.351610727379422,77.7213386293249,-1.0,Scale-free
129,48,38,314,0.2175,0.491580427059441,1.9901689638223687,13,12,13,9,9,0.19430334657331222,2.4722995554712903,83.81255549766146,2.0,Scale-free
130,48,38,314,0.215,0.49190813435993574,1.9901689638223687,13,13,12,11,11,0.2095313887441537,2.451526541295167,103.33526466171224,0.0,Scale-free
131,50,36,314,0.215,0.49223218132618635,1.9901689638223687,12,14,10,11,11,0.2583381616542807,4.429921574968882,99.92822761053975,-2.0,Scale-free
132,49,37,314,0.215,0.4925360323987079,1.9901689638223687,13,15,9,12,12,0.24982056902634941,4.429921574968882,99.97558218708764,1.0,Scale-free
133,53,31,316,0.215,0.49284287814210875,1.9901689638223687,10,14,7,11,11,0.24993895546771913,4.145498921661178,83.72347662112789,-6.0,Scale-free
134,52,31,317,0.21,0.4930752811345396,1.9901689638223687,10,14,7,11,11,0.20930869155281967,3.8890471075780537,81.4816615214411,0.0,Scale-free
135,50,31,319,0.2075,0.49330766375399854,1.9901689638223687,10,13,8,10,10,0.2037041538036027,4.14857561762516,80.4822661176393,0.0,Scale-free
136,46,34,320,0.2025,0.49352982621408226,1.9901689638223687,12,14,8,11,11,0.20120566529409825,3.9234496876963827,84.40852967831769,3.0,Scale-free
137,46,31,323,0.2,0.49376274888716987,1.9901689638223687,11,13,7,10,10,0.2110213241957942,4.2125460088261475,80.64609573234551,-3.0,Scale-free
138,48,28,324,0.1925,0.4939811526915156,1.9901689638223687,10,11,7,10,10,0.20161523933086378,3.953017498779041,78.58577213732383,-3.0,Scale-free
139,47,26,327,0.19,0.4941823396024644,1.9901689638223687,9,10,7,8,8,0.19646443034330957,3.6199013376960854,72.23726474879042,-2.0,Scale-free
140,44,28,328,0.1825,0.49436776646034775,1.9901689638223687,9,11,8,8,8,0.18059316187197605,3.4291067964110824,75.94633583525335,2.0,Scale-free
141,45,26,329,0.18,0.49456522523378976,1.9901689638223687,10,9,7,8,8,0.18986583958813333,3.451299809451432,72.15762726249051,-2.0,Scale-free
142,42,27,331,0.1775,0.4947430538150928,1.9901689638223687,11,9,7,7,7,0.18039406815622627,3.451299809451432,70.17477980120363,1.0,Scale-free
143,40,28,332,0.1725,0.4949175263511514,1.9901689638223687,10,11,7,8,8,0.17543694950300903,3.2008668828156903,77.46506661373299,1.0,Scale-free
144,39,27,334,0.17,0.49511137452040976,1.9901689638223687,9,11,7,8,8,0.19366266653433242,3.357872088125962,77.26040134448438,-1.0,Scale-free
145,40,23,337,0.165,0.4953034485371686,1.9901689638223687,10,7,6,4,4,0.19315100336121094,3.357872088125962,41.94414613346995,-4.0,Scale-free
146,37,25,338,0.1575,0.49545354213316023,1.9901689638223687,10,8,7,4,4,0.10486036533367489,1.676662076940421,47.90180219445186,2.0,Scale-free
147,38,23,339,0.155,0.495607943527221,1.9901689638223687,9,8,6,3,3,0.11975450548612968,1.9577800905035716,44.697450430207695,-2.0,Scale-free
148,38,22,340,0.1525,0.4957500437255949,1.9901689638223687,9,7,6,3,3,0.11174362607551926,1.9228527588893578,43.7845455387121,-1.0,Scale-free
149,40,20,340,0.15,0.49588956688264746,1.9901689638223687,8,6,6,3,3,0.10946136384678028,1.9228527588893578,41.28481348900287,-2.0,Scale-free
150,38,22,340,0.15,0.49602558208556,1.9901689638223687,9,8,5,4,4,0.10321203372250717,1.9228527588893578,45.519992374375875,2.0,Scale-free
151,37,21,342,0.15,0.49616214592214875,1.9901689638223687,8,8,5,4,4,0.11379998093593968,1.9228527588893578,46.50798535685276,-1.0,Scale-free
152,37,20,343,0.145,0.496309334532271,1.9901689638223687,8,9,3,4,4,0.11626996339213191,2.088615478666902,44.47274556507745,-1.0,Scale-free
153,37,20,343,0.1425,0.4964396527137599,1.9901689638223687,8,9,3,4,4,0.11118186391269365,2.088615478666902,44.47274556507745,0.0,Scale-free
154,37,20,343,0.1425,0.4965695306718533,1.9901689638223687,8,9,3,4,4,0.11118186391269365,2.088615478666902,41.8366770869027,0.0,Scale-free
155,39,17,344,0.1425,0.4966886025544136,1.9901689638223687,5,9,3,4,4,0.10459169271725674,2.088615478666902,39.38854090615701,-3.0,Scale-free
156,34,17,349,0.14,0.4967889939098082,1.9901689638223687,5,9,3,4,4,0.09847135226539255,1.9345190911225005,38.07993276462488,0.0,Scale-free
157,33,17,350,0.1275,0.4968873284535713,1.9901689638223687,5,9,3,4,4,0.09519983191156223,1.6358823163489191,36.32571904945654,0.0,Scale-free
158,33,16,351,0.125,0.49698074663678454,1.9901689638223687,6,8,2,4,4,0.09081429762364135,1.3480452289096652,35.0925232312592,-1.0,Scale-free
159,31,17,352,0.1225,0.4970670791955198,1.9901689638223687,6,8,3,4,4,0.08773130807814802,1.3480452289096652,37.22413715065069,1.0,Scale-free
160,30,15,355,0.12,0.4971597823341577,1.9901689638223687,6,7,2,3,3,0.09306034287662673,1.3480452289096652,26.4584838806397,-2.0,Scale-free
161,29,15,356,0.1125,0.49722096135768934,1.9901689638223687,6,7,2,3,3,0.06614620970159926,1.142317220905045,26.29051518235838,0.0,Scale-free
162,30,14,356,0.11,0.49728656578187563,1.9901689638223687,6,6,2,3,3,0.06572628795589595,1.1030263055439624,25.5818681748361,-1.0,Scale-free
163,29,13,358,0.11,0.4973486271183819,1.9901689638223687,6,6,1,3,3,0.06395467043709024,1.1030263055439624,23.618222953725926,-1.0,Scale-free
164,30,11,359,0.105,0.49739943844134743,1.9901689638223687,5,5,1,3,3,0.05904555738431482,1.0368141681013832,21.099470237852245,-2.0,Scale-free
165,29,12,359,0.1025,0.4974442300145434,1.9901689638223687,5,5,2,3,3,0.05274867559463061,1.0368141681013832,23.901705218416186,1.0,Scale-free
166,30,11,359,0.1025,0.49749398665944283,1.9901689638223687,5,4,2,3,3,0.05975426304604047,1.1915958576967578,23.52390635282293,-1.0,Scale-free
167,29,12,359,0.1025,0.49754205693442954,1.9901689638223687,6,4,2,3,3,0.05880976588205732,1.1070230770724219,25.515579861644714,1.0,Scale-free
168,27,14,359,0.1025,0.4975970621682711,1.9901689638223687,8,4,2,3,3,0.06378894965411179,1.1070230770724219,28.76128824049523,2.0,Scale-free
169,29,12,359,0.1025,0.4976697419331779,1.9901689638223687,6,3,3,3,3,0.07190322060123808,1.4040002896855266,24.398988103695718,-2.0,Scale-free
170,28,12,360,0.1025,0.4977324895121156,1.9901689638223687,7,2,3,3,3,0.06099747025923929,1.4040002896855266,23.970180362956896,0.0,Scale-free
171,27,13,360,0.1,0.49779557199069374,1.9901689638223687,8,3,2,3,3,0.059925450907392236,1.3212989252420995,25.733554438553433,1.0,Scale-free
172,26,14,360,0.1,0.497861356111159,1.9901689638223687,9,3,2,3,3,0.06433388609638359,1.3212989252420995,26.418307418558,1.0,Scale-free
173,26,12,362,0.1,0.4979325943706951,1.9901689638223687,8,3,1,3,3,0.066045768546395,1.3212989252420995,22.235861725126487,-2.0,Scale-free
174,24,12,364,0.095,0.4979940964336615,1.9901689638223687,8,3,1,3,3,0.05558965431281623,0.979815293541656,22.235861725126487,0.0,Scale-free
175,24,12,364,0.09,0.49805545723820727,1.9901689638223687,7,3,2,3,3,0.05558965431281623,0.979815293541656,24.10967856782382,0.0,Scale-free
176,23,12,365,0.09,0.4981218487535536,1.9901689638223687,7,3,2,3,3,0.06027419641955955,1.0296789134663862,24.271432893739163,0.0,Scale-free
177,24,11,365,0.0875,0.4981882541039717,1.9901689638223687,7,2,2,3,3,0.06067858223434792,1.0296789134663862,23.856043466392027,-1.0,Scale-free
178,24,11,365,0.0875,0.4982534894862269,1.9901689638223687,8,3,0,3,3,0.05964010866598007,1.0296789134663862,24.18249354788567,0.0,Scale-free
179,23,12,365,0.0875,0.4983246051905023,1.9901689638223687,7,3,2,3,3,0.06045623386971419,0.8226272980345056,27.17360820162776,1.0,Scale-free
180,23,12,365,0.0875,0.4984007711311706,1.9901689638223687,7,3,2,3,3,0.06793402050406941,0.9995819554589869,27.17360820162776,0.0,Scale-free
181,22,12,366,0.0875,0.4984767053813081,1.9901689638223687,6,3,3,3,3,0.06793402050406941,0.9995819554589869,27.145579913916148,0.0,Scale-free
182,23,11,366,0.085,0.49855647317756846,1.9901689638223687,6,3,2,3,3,0.06786394978479038,1.071700059203856,25.181934692805974,-1.0,Scale-free
183,23,11,366,0.085,0.4986250040265844,1.9901689638223687,5,4,2,3,3,0.06295483673201493,0.9995819554589869,23.22449932232121,0.0,Scale-free
184,22,12,366,0.085,0.49868534950563415,1.9901689638223687,6,4,2,3,3,0.05806124830580304,0.9995819554589869,26.09197092593147,1.0,Scale-free
185,24,10,366,0.085,0.49875732191230826,1.9901689638223687,5,4,1,3,3,0.06522992731482868,0.9995819554589869,21.986761812730357,-2.0,Scale-free
186,24,10,366,0.085,0.49881327841882056,1.9901689638223687,5,4,1,3,3,0.0549669045318259,0.9995819554589869,21.986761812730357,0.0,Scale-free
187,25,9,366,0.085,0.49886906464478303,1.9901689638223687,4,3,2,2,2,0.0549669045318259,0.9995819554589869,18.756074663720494,-1.0,Scale-free
188,26,7,367,0.085,0.4989179175060034,1.9901689638223687,4,2,1,2,2,0.046890186659301225,0.8050854275482562,16.387594896882877,-2.0,Scale-free
189,26,4,370,0.0825,0.49896272452705814,1.9901689638223687,2,2,0,2,2,0.040968987242207204,0.8050854275482562,10.70375639387656,-3.0,Scale-free
190,24,5,371,0.075,0.4989840778481358,1.9901689638223687,2,2,1,2,2,0.02675939098469141,0.5248248730717185,13.185513304265335,1.0,Scale-free
191,21,6,373,0.0725,0.49901490451711167,1.9901689638223687,3,1,2,2,2,0.03296378326066335,0.7120141479024721,17.872403769637312,1.0,Scale-free
192,21,6,373,0.0675,0.4990674449353852,1.9901689638223687,4,1,1,2,2,0.04468100942409329,1.0764514631318138,18.258118462858796,0.0,Scale-free
193,21,6,373,0.0675,0.49912181363521874,1.9901689638223687,4,1,1,2,2,0.045645296157147,1.0764514631318138,18.258118462858796,0.0,Scale-free
194,21,5,374,0.0675,0.4991759654482675,1.9901689638223687,3,1,1,2,2,0.045645296157147,1.0764514631318138,15.390646859248541,-1.0,Scale-free
195,18,8,374,0.065,0.49921853133327476,1.9901689638223687,5,2,1,3,3,0.03847661714812136,1.0764514631318138,21.465278387831706,3.0,Scale-free
196,16,8,376,0.065,0.499270603754395,1.9901689638223687,5,2,1,3,3,0.053663195969579275,1.2940515882308787,21.465278387831706,0.0,Scale-free
197,16,8,376,0.06,0.4993225057900675,1.9901689638223687,5,2,1,3,3,0.053663195969579275,1.2940515882308787,21.465278387831706,0.0,Scale-free
198,15,9,376,0.06,0.49937423822159815,1.9901689638223687,5,2,2,3,3,0.053663195969579275,1.2940515882308787,23.57049835596453,1.0,Scale-free
199,15,9,376,0.06,0.49943247311391203,1.9901689638223687,5,2,2,3,3,0.05892624588991135,1.2940515882308787,23.57049835596453,0.0,Scale-free
200,15,9,376,0.06,0.4994904854413522,1.9901689638223687,4,2,3,3,3,0.05892624588991135,1.2940515882308787,23.28337468486049,0.0,Scale-free
201,15,8,377,0.06,0.4995420931003183,1.9901689638223687,3,3,2,3,3,0.058208436712151236,1.2940515882308787,21.362141018639303,-1.0,Scale-free
202,17,6,377,0.0575,0.4995862250691492,1.9901689638223687,3,2,1,3,3,0.05340535254659826,1.3649716159278231,17.228892655013645,-2.0,Scale-free
203,15,7,378,0.0575,0.4996143669538566,1.9901689638223687,4,2,1,3,3,0.043072231637534125,0.677872564972968,17.460295780449144,1.0,Scale-free
204,14,8,378,0.055,0.49964413153706827,1.9901689638223687,4,2,2,3,3,0.04365073945112286,0.677872564972968,19.423941001559314,1.0,Scale-free
205,14,8,378,0.055,0.4996847955732326,1.9901689638223687,4,2,2,3,3,0.048559852503898285,0.9475904990231913,19.903981338346235,0.0,Scale-free
206,12,10,378,0.055,0.49973407420453725,1.9901689638223687,5,2,3,3,3,0.04975995334586559,0.7025715756574885,23.145813963024093,2.0,Scale-free
207,12,10,378,0.055,0.4997929790702692,1.9901689638223687,5,2,3,3,3,0.057864534907560244,1.142317220905045,23.145813963024093,0.0,Scale-free
